,Unnamed: 0,bed,bathroom,location,year_built,heating,air_conditioner,basement,security,construction,Floor,fireplace,Roof,Parking,Property_type,zipcode,area,county,salary,price
4312,4360,2 bed,1 bath,,1946.0,Forced Air,Central Air,,,,,,Composition,,Single Family Residence,80221,$387 / sq ft,Adams,39522.0,"$845,000"
510,511,1 Bed,1 Bath,"Denver, CO 80204",,,,,,,,,,,Property Type: Apartment,80204,,Denver,28247.0,"$1,345/mo"
1680,1681,2.0,2.0,"DENVER, CO 80247",1967.0,"Baseboard, Hotwater",,,,,"Carpet, Laminate",,,2.0,Residential Income,80247,"1,200 SqFt.",Arapahoe,50411.666666666664,"$289,900"
499,500,6 Beds,1 Bath,"Denver, CO 80216",Year Built: 1902,"Heating: Baseboard, Forced Air, Gas",,,,,,,Roof: Composition,,Property Type: Single Family Home,80216,,Denver,30735.0,"$577,500"
4513,4567,2 bed,1 bath,,1941.0,"Forced Air,NaturalGas",Evaporative Cooling,,,,,,Composition,3.0,Single Family Residence,80212,$927 / sq ft,Denver,37366.0,"$775,000"
1856,1857,2.0,2.0,"DENVER, CO 80204",2020.0,"Electric, Forcedair, Heatpump",,,,,"Tile, Wood",,,1.0,Residential,80204,954 SqFt.,Denver,28247.0,"$799,900"
1388,1389,4.0,4.0,"DENVER, CO 80210",1940.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Laminate, Wood",,,2.0,Residential,80210,"4,322 SqFt.",Denver,49953.0,"$1,995,000"
3719,3755,2 bed,1 bath,,1923.0,Hot Water,Ceiling Fan(s),,,,,,Tile,,,80218,$465 / sq ft,Denver,33162.0,"$624,000"
2386,2387,2.0,1.0,"DENVER, CO 80209",1908.0,Baseboard,Centralair,,,,"Laminate, Wood",,,4.0,Residential,80209,947 SqFt.,Denver,57519.0,"$649,999"
3236,3246,3 Beds,2 Baths,,1938,Forced Air,"Central Air, Ceiling Fan(s)",,,,,,,6 spaces,Single Family Residence,80219,"1,052 SqFt",Denver,36565.0,"$425,000"
1540,1541,4.0,2.0,"DENVER, CO 80223",1955.0,Forcedair,None,,,,"Carpet, Tile, Wood",,,3.0,Residential,80223,"1,660 SqFt.",Denver,32853.0,"$579,900"
1217,1218,3.0,3.0,"DENVER, CO 80249",2002.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Laminate, Vinyl",,,2.0,Residential,80249,"1,845 SqFt.",Denver,63343.0,"$480,000"
2681,2682,"4
Beds","4
Baths","365 E Asbury Avenue, Denver, CO 80210","This home is located at 365 E Asbury Avenue Denver, Co 80210 Us and has been listed on Homes.com since 2 November 2021 and is currently priced at $944,900, approximately $344 per square foot. This property was built in 2002. 365 E Asbury Avenue is within the school district(s) Denver Public Schools with nearby schools including Asbury Elementary School, Grant Beacon Middle School, and South High School. Similar properties nearby are 3548 S Ogden St, 3065 S Vine St, 1995 S Logan St, 365 Garfield St, 365 E Asbury Ave, 44 S Pennsylvania St, 4205 S Lincoln St, 5305 E Iowa Ave, and 1632 S Steele St.",Heating Details: Forced Air,Cooling Details: Central Air,Basement: Yes,,"Construction Materials: Frame, Rock, Stucco","Flooring: Carpet, Tile, Wood",,Roof: Composition,Garage: 2 0,Building Features: Duplex,80210,"2,750
Sq. Ft.",Denver,49953.0,"$944,900"
2993,2994,4,4,"Denver, CO 80220",1939.0,,,,,,,,,,Single Family Residential,80220,"2,712",Denver,44475.0,"$675,000"
1191,1192,2.0,1.0,"DENVER, CO 80207",1946.0,Hotwater,,,,,Wood,,,1.0,Residential,80207,908 SqFt.,Denver,41722.0,"$295,000"
1542,1543,3.0,2.0,"DENVER, CO 80227",1962.0,"Forcedair, Naturalgas",Centralair,,,,"Tile, Wood",,,4.0,Residential,80227,"1,620 SqFt.",Jefferson,50816.0,"$495,000"
3301,3311,5 Beds,5 Baths,,2007,Forced Air,,,,,,,,3 spaces,Single Family Residence,80210,"6,538 SqFt",Denver,49953.0,"$2,200,000"
3324,3334,3 Beds,3 Baths,,1990,Forced Air,"Central Air, Ceiling Fan(s)",,,,,"2+ Fireplaces, Gas, Gas Logs Included, Living Room, Family/Recreation Room Fireplace",,2 spaces,Single Family Residence,80231,"2,588 SqFt",Denver,40908.0,"$600,000"
2539,2540,"1
Bed","1
Bath","1750 Wewatta St Unit 1729, Denver, CO 80202","This home is located at 1750 Wewatta St Unit 1729 Denver, Co 80202 Us and has been listed on Homes.com since 11 January 2022 and is currently priced at $775,000, approximately $839 per square foot. This property was built in 2017. 1750 Wewatta St Unit 1729 is within the school district(s) Denver Public Schools with nearby schools including Greenlee Elementary School, Strive Prep - Kepner, and West Leadership Academy. Similar properties nearby are 1750 Wewatta St 738, 4200 W 17th Ave 511, 1750 Wewatta St 1122, 1735 Central St, 1750 Wewatta St 1729, 4200 W 17th Ave 411, 1863 Wazee St 4e, 4200 W 17th Ave 813, 4200 W 17th Ave 611, and 1020 15th St.",,,,,,,,,,,80202,"924
Sq. Ft.",Denver,31295.0,"$775,000"
953,954,3.0,1.0,"DENVER, CO 80220",1942.0,"Forcedair, Naturalgas",Centralair,,,,Wood,,,2.0,Residential,80220,"1,030 SqFt.",Denver,44475.0,"$625,000"
4330,4378,3 bed,2 bath,,2018.0,Forced Air,Central Air,,,,"Carpet,Tile,Wood",,Composition,2.0,Multi Family,80239,$286 / sq ft,Denver,44094.0,"$439,900"
732,733,4.0,2.0,"DENVER, CO 80221",1922.0,Hotwater,None,,,,"Laminate, Tile",,,2.0,Residential,80221,"1,569 SqFt.",Adams,39522.0,"$689,000"
1156,1157,2.0,2.0,"DENVER, CO 80204",1942.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80204,"1,679 SqFt.",Denver,28247.0,
3294,3304,4 Beds,2 Baths,,1941,Forced Air,Central Air,,,,,"Gas, Primary Bedroom, Single Fireplace",,2 spaces,Single Family Residence,80220,"2,214 SqFt",Denver,44475.0,"$775,000"
2982,2983,3,2,"Denver, CO 80229",1973.0,,,,,,,,,,Townhouse,80229,"1,632",Adams,43698.0,"$315,000"
2156,2157,3.0,4.0,"DENVER, CO 80206",1995.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Tile, Wood",,,3.0,Residential Income,80206,"4,721 SqFt.",Denver,40879.0,"$2,250,000"
1062,1063,4.0,2.0,"DENVER, CO 80207",1950.0,Forcedair,,,,,"Tile, Wood",,,2.0,Residential,80207,"1,936 SqFt.",Denver,41722.0,"$679,900"
2616,2617,"1
Bed","1
Bath","1020 15th Street #18D & 19D, Denver, CO 80202","This home is located at 1020 15th Street #18d & 19d Denver, Co 80202 Us and has been listed on Homes.com since 14 December 2021 and is currently priced at $633,000, approximately $498 per square foot. This property was built in 1967. 1020 15th Street #18d & 19d is within the school district(s) Denver Public Schools with nearby schools including Greenlee Elementary School, Strive Prep - Kepner, and West Leadership Academy. Similar properties nearby are 1020 15th St, 1750 Wewatta St 1030, 4200 W 17th Ave 311, 4200 W 17th Ave 611, 891 14th St 3305, 1700 Bassett St 2116, 1700 Bassett St 614, 1750 Wewatta St 1122, 4200 W 17th Ave 333, and 4200 W 17th Ave 411.",Heating Details: Hot Water,Cooling Details: Other,,,"Construction Materials: Brick, Concrete, Structural Steel","Flooring: Carpet, Tile",,Roof: Unknown,Garage: 1 0,Building Features: Duplex,80202,"1,270
Sq. Ft.",Denver,31295.0,"$633,000"
1167,1168,5.0,2.0,"DENVER, CO 80221",1958.0,Forcedair,Centralair,,,,"Carpet, Laminate, Tile",,,4.0,Residential,80221,"2,210 SqFt.",Adams,39522.0,"$549,900"
3222,3232,3 Beds,2 Baths,,1927,Forced Air,,,,,,,,1 space,Single Family Residence,80211,"1,332 SqFt",Denver,35753.0,"$699,900"
3636,3671,5 bed,3 bath,,2021.0,Forced Air,Central Air,,,,,,"Composition,Metal",3.0,Single Family Residence,80209,$536 / sq ft,Denver,57519.0,"$2,999,000"
2938,2939,1,1,"Denver, CO 80206",1969.0,,,,,,,,,,Condo,80206,701,Denver,40879.0,"$294,900"
4491,4544,3 bed,0 bath,,1904.0,Forced Air,,,,,Wood,,Composition,,Single Family Residence,80206,$295 / sq ft,Denver,40879.0,"$1,300,000"
3140,3144,1,2,"Denver, CO 80223",1892.0,,,,,,,,,,Single Family Residential,80223,"1,571",Denver,32853.0,"$459,000"
143,143,1-2 Beds,1-2 Baths,"Lakewood, CO 80227",,,,,,,,,,,Property Type: Apartment,80227,,Jefferson,50816.0,"$1,478 - $2,005/mo"
3577,3611,2 bed,2 bath,,2009.0,"Forced Air,NaturalGas",Central Air,,,,"Carpet,Tile",,Metal,2.0,Condominium,80202,$622 / sq ft,Denver,31295.0,"$1,150,000"
2782,2783,"1
Bed","2
Baths","1901 Wazee Street #503, Denver, CO 80202","This home is located at 1901 Wazee Street #503 Denver, Co 80202 Us and has been listed on Homes.com since 21 February 2020 and is currently priced at $900,000, approximately $986 per square foot. This property was built in 2020. 1901 Wazee Street #503 is within the school district(s) Denver Public Schools with nearby schools including University Preparatory School, Mcauliffe Manual Middle School, and East High School. Similar properties nearby are 1133 14th St 2210, 1863 Wazee St 2g, 1750 Wewatta St 727, 1901 Wazee St, 1901 Wazee St, 1499 Blake St, 1901 Wazee St, 1901 Wazee St, 4200 W 17th Ave, and 1863 Wazee St 3f.",Heating Details: Forced Air,Cooling Details: Air Conditioning Room,,,"Construction Materials: Brick, Concrete","Flooring: Tile, Wood",,Roof: Unknown,Garage: 0 0,Building Features: High Rise 8,80202,"913
Sq. Ft.",Denver,31295.0,"$900,000"
717,718,3.0,3.0,"DENVER, CO 80207",1912.0,Hotwater,None,,,,"Carpet, Tile, Wood",,,1.0,Residential,80207,"2,928 SqFt.",Denver,41722.0,"$950,000"
1819,1820,4.0,5.0,"DENVER, CO 80223",2022.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Tile, Wood",,,2.0,Residential Income,80223,"3,741 SqFt.",Denver,32853.0,"$999,000"
2502,2503,"1
Bed","1
Bath","4600 E Asbury Cir 107, Denver, CO 80222",,,,,,,,,,,,80222,"775
Sq. Ft.",Denver,41932.0,"Est. $234,976"
4360,4408,3 bed,1 bath,,2015.0,Forced Air,,,,,"Carpet,Vinyl",,Composition,2.0,Single Family Residence,80221,$321 / sq ft,Adams,39522.0,"$675,000"
4171,4217,4 bed,1 bath,,1953.0,Forced Air,Central Air,,,,Vinyl,,"Architectural,Shingle",1.0,Single Family Residence,80223,$325 / sq ft,Denver,32853.0,"$575,000"
395,396,1-2 Beds,1 Bath,"Northglenn, CO 80233",Year Built: 1972,,,,,,,,,,Property Type: Apartment,80233,,Adams,54424.0,"$1,189 - $1,499/mo"
4811,4875,2 bed,0 bath,,2021.0,NaturalGas,Central Air,,,,"Carpet,Tile,Wood",,"Architectural,Membrane,Shingle",2.0,Multi Family,80204,$364 / sq ft,Denver,28247.0,"$625,000"
4492,4545,4 bed,2 bath,,1960.0,Baseboard,,,,,"Carpet,Wood",,Composition,3.0,Single Family Residence,80210,$403 / sq ft,Denver,49953.0,"$829,000"
1365,1366,3.0,2.0,"DENVER, CO 80221",1941.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80221,"1,527 SqFt.",Adams,39522.0,
4535,4590,2 bed,1 bath,,1938.0,Forced Air,,,,,"Tile,Vinyl",,,,Condominium,80202,$487 / sq ft,Denver,31295.0,"$519,000"
595,596,Studio-1 Bed,1 Bath,"Denver, CO 80203",,,,,,,,,,,Property Type: Apartment,80203,,Denver,27444.0,"$1,195 - $1,395/mo"
3952,3991,2 bed,1 bath,,1975.0,"Baseboard,Hot Water",,,,,"Carpet,Tile",,Tar Gravel,1.0,Condominium,80224,$271 / sq ft,Denver,45504.0,"$325,000"
2914,2915,3,4,"Denver, CO 80206",1987.0,,,,,,,,,,Townhouse,80206,"3,421",Denver,40879.0,"$1,695,000"
2326,2327,2.0,3.0,"LITTLETON, CO 80123",1987.0,Warm Air,Ac.central,,,,,,,,Single Family Residence / Townhouse,80123,"1,311 SqFt.",Jefferson,63482.0,
3766,3802,2 bed,1 bath,,2013.0,Forced Air,Central Air,,,,"Carpet,Tile,Wood",,Membrane,2.0,Single Family Residence,80211,$483 / sq ft,Denver,35753.0,"$689,900"
3440,3454,2 Beds,3 Baths,,2009,Forced Air,Central Air,,,,,Fire Pit,,3 spaces,Condominium,80202,"1,664 SqFt",Denver,31295.0,"$999,999"
3851,3889,2 bed,1 bath,,1970.0,Baseboard,,,,,Vinyl,,"Membrane,Wood Shingles",,Condominium,80222,$275 / sq ft,Denver,41932.0,"$219,500"
4132,4176,2 bed,1 bath,,2020.0,Forced Air,Room Air Conditioner,,,,,,,1.0,,80202,"$1,129 / sq ft",Denver,31295.0,"$1,655,000"
4568,4623,2 bed,1 bath,,1886.0,Forced Air,,,,,Wood,,"Membrane,Rolled Hot Mop",1.0,Condominium,80202,$521 / sq ft,Denver,31295.0,"$725,000"
2143,2144,2.0,2.0,"DENVER, CO 80247",1972.0,"Baseboard, Hotwater",,,,,"Carpet, Laminate, Tile, Wood",,,2.0,Residential Income,80247,"1,200 SqFt.",Arapahoe,50411.666666666664,"$279,000"
1571,1572,5.0,2.0,"DENVER, CO 80204",1954.0,Forcedair,Centralair,,,,"Carpet, Tile, Wood",,,4.0,Residential,80204,"1,143 SqFt.",Denver,28247.0,"$615,000"
4079,4119,2 bed,2 bath,,2008.0,Forced Air,Central Air,,,,,,Tar/Gravel,2.0,,80202,"$1,009 / sq ft",Denver,31295.0,"$2,795,000"
1122,1123,4.0,5.0,"DENVER, CO 80222",2005.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80222,"3,318 SqFt.",Denver,41932.0,
2786,2787,"1
Bed","1
Bath","1590 Ingalls Street #207, Denver, CO 80214","This home is located at 1590 Ingalls Street #207 Denver, Co 80214 Us and has been listed on Homes.com since 14 May 2021 and is currently priced at $325,000, approximately $611 per square foot. This property was built in 2022. 1590 Ingalls Street #207 is within the school district(s) Jeffco Public Schools with nearby schools including Edgewater Elementary School and Jefferson Junior/senior High School. Similar properties nearby are 950 Miller Ct, 1590 Ingalls St, 1590 Ingalls St, 1590 Ingalls St, 1590 Ingalls St, 2729 W 28th Ave 402, 1590 Ingalls St, 531 S Perry St, 1390 Everett Ct 219, and 4124 Sheridan Boulevard.",Heating Details: Forced Air,Cooling Details: Central Air,,,Construction Materials: Wood Siding,,,Roof: Other,Garage: 0 0,Building Features: Low Rise 1 3,80214,"532
Sq. Ft.",Jefferson,35134.0,"$325,000"
2967,2968,3,4,"Denver, CO 80219",1984.0,,,,,,,,,,Townhouse,80219,"1,541",Denver,36565.0,"$365,000"
2504,2505,"2
Beds","1
Bath","1328 S Xavier Street, Denver, CO 80219","This home is located at 1328 S Xavier Street Denver, Co 80219 Us and has been listed on Homes.com since 14 January 2022 and is currently priced at $425,000, approximately $599 per square foot. This property was built in 1952. 1328 S Xavier Street is within the school district(s) Denver Public Schools with nearby schools including Force Elementary School, Strive Prep - Westwood, and John F Kennedy High School. Similar properties nearby are 341 Harlan St, 1590 S Zuni St, 175 S Quitman St, 1892 S Patton Ct, 2007 S Balsam St, 1328 S Xavier St, 1594 W Alameda Ave, 1023 Stuart St, and 1015 S Dale Ct.",Heating Details: Forced Air,,Basement: Yes,,Construction Materials: Frame,"Flooring: Carpet, Laminate",,Roof: Composition,Garage: 1 0,Building Features: House,80219,"710
Sq. Ft.",Denver,36565.0,"$425,000"
3465,3481,6 Beds,3 Baths,,1911,Forced Air,,,,,,,,7 spaces,Multi Family,80212,"2,123 SqFt",Denver,37366.0,"$994,000"
675,676,2.0,2.0,"DENVER, CO 80249",2015.0,"Forcedair, Naturalgas",Centralair,,,,,,,2.0,Residential,80249,"1,407 SqFt.",Denver,63343.0,"$433,000"
2808,2809,"5
Beds","4
Baths","1025 E 17th Avenue #1, Denver, CO 80218","This home is located at 1025 E 17th Avenue #1 Denver, Co 80218 Us and has been listed on Homes.com since 14 January 2022 and is currently priced at $1,425,000, approximately $385 per square foot. This property was built in 1940. 1025 E 17th Avenue #1 is within the school district(s) Denver Public Schools with nearby schools including University Preparatory School, Mcauliffe Manual Middle School, and East High School. Similar properties nearby are 3365 W 34th Ave, 1140 Harrison St, 1025 E 7th Ave 1, 165 S Corona St, 84 N Sherman St, 1080 Ivy St, 664 Elati St, and 3342 N Elizabeth St.","Heating Details: Baseboard, Radiant",Cooling Details: Central Air,Basement: Yes,,"Construction Materials: Brick, Frame","Flooring: Carpet, Tile, Wood",,Roof: Composition,Garage: 4 0,Building Features: Townhouse,80218,"3,704
Sq. Ft.",Denver,33162.0,"$1,425,000"
3348,3358,3 Beds,2 Baths,,1951,Forced Air,Central Air,,,,,,,1 space,Townhouse,80211,"1,339 SqFt",Denver,35753.0,"$769,000"
728,729,4.0,4.0,"DENVER, CO 80210",1962.0,"Baseboard, Hotwater",Atticfan,,,,"Laminate, Wood",,,2.0,Residential,80210,"3,126 SqFt.",Denver,49953.0,"$799,000"
412,413,Studio-2 Beds,1-2 Baths,"Denver, CO 80231",Year Built: 1981,,,,,,,,,,Property Type: Apartment,80231,,Denver,40908.0,"$1,337 - $1,801/mo"
3146,3150,4,2,"Denver, CO 80205",1952.0,,,,,,,,,,Single Family Residential,80205,"2,241",Denver,28545.0,"$1,065,000"
1516,1517,1.0,1.0,"DENVER, CO 80210",1951.0,Naturalgas,,,,,,,,2.0,Residential,80210,450 SqFt.,Denver,49953.0,"$188,000"
825,826,3.0,3.0,"DENVER, CO 80211",2022.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Tile, Wood",,,2.0,Residential Income,80211,"1,967 SqFt.",Denver,35753.0,"$850,000"
3267,3277,4 Beds,3 Baths,,1890,Forced Air,Central Air,,,,,Family Room,,1 space,Single Family Residence,80210,"1,942 SqFt",Denver,49953.0,"$1,025,000"
3974,4013,3 bed,2 bath,,2003.0,Forced Air,Central Air,,,,"Carpet,Tile,Wood",,,,Condominium,80203,$450 / sq ft,Denver,27444.0,"$880,000"
616,617,1.0,1.0,"DENVER, CO 80204",2020.0,"Electric, Heatpump",Centralair,,,,Wood,,,1.0,Residential,80204,905 SqFt.,Denver,28247.0,"$585,000"
114,114,1 Bed,1 Bath,"Denver, CO 80203",,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80203,,Denver,27444.0,"$1,500/mo"
417,418,Studio-2 Beds,1-2 Baths,"Denver, CO 80222",,,,,,,,,,,Property Type: Apartment,80222,,Denver,41932.0,"$1,700 - $2,200/mo"
3069,3070,3,1,"Denver, CO 80221",1971.0,,,,,,,,,,Single Family Residential,80221,960,Adams,39522.0,"$390,000"
1625,1626,2.0,2.0,"DENVER, CO 80220",1956.0,Warm Air,,,,,,,,,Condominium (residential),80220,"1,076 SqFt.",Denver,44475.0,
4924,4993,5 bed,2 bath,,2021.0,Forced Air,Central Air,,,,"Carpet,Tile,Wood",,"Architectural,Shingle",2.0,Single Family Residence,80209,$522 / sq ft,Denver,57519.0,"$2,695,000"
4185,4231,3 bed,2 bath,,2016.0,Forced Air,Central Air,,,,,,Composition,2.0,,80205,$268 / sq ft,Denver,28545.0,"$289,000"
2896,2897,4,4,"Denver, CO 80238",2022.0,,,,,,,,,,Townhouse,80238,"2,433",Denver,39381.53220255654,"$745,000"
4647,4704,3 bed,2 bath,,2007.0,"Electric,Hot Water,NaturalGas",Central Air,,,,"Carpet,Wood",,Spanish Tile,2.0,Single Family Residence,80249,$138 / sq ft,Denver,63343.0,"$575,000"
2082,2083,3.0,2.0,"DENVER, CO 80205",1904.0,"Forcedair, Naturalgas",Evaporativecooling,,,,"Carpet, Linoleum, Tile, Wood",,,2.0,Residential,80205,"1,632 SqFt.",Denver,28545.0,"$665,000"
753,754,2.0,2.0,"DENVER, CO 80249",2015.0,"Forcedair, Naturalgas",Centralair,,,,,,,2.0,Residential,80249,"1,407 SqFt.",Denver,63343.0,"$433,000"
2546,2547,"2
Beds","2
Baths","755 S Alton Way #7B, Denver, CO 80247","This home is located at 755 S Alton Way #7b Denver, Co 80247 Us and has been listed on Homes.com since 7 January 2022 and is currently priced at $299,500, approximately $250 per square foot. This property was built in 1966. 755 S Alton Way #7b is within the school district(s) Denver Public Schools with nearby schools including Place Bridge Academy and George Washington High School. Similar properties nearby are 5300 E Cherry Creek S Dr 424, 13931 E Marina Dr, 14102 E Linvale Pl 406, 700 S Alton Way 4c, 12013 E Harvard Ave, 14091 E Marina Dr 110, 655 S Clinton St 6a, 300 S Clinton St 9d, 615 S Alton Way 9c, and 10150 E Virginia Ave.","Heating Details: Baseboard, Hot Water",Cooling Details: Air Conditioning Room,,,"Construction Materials: Brick, Concrete","Flooring: Carpet, Tile, Vinyl",,Roof: Other,Garage: 1 0,Building Features: Mid Rise 4 7,80247,"1,200
Sq. Ft.",Arapahoe,50411.666666666664,"$299,500"
3969,4008,3 bed,2 bath,,1907.0,Forced Air,,,,,Wood,,Composition,2.0,Single Family Residence,80211,$456 / sq ft,Denver,35753.0,"$749,000"
3373,3383,3 Beds,3 Baths,,1979,Baseboard,Central Air,,,,,,,2 spaces,Townhouse,80202,"2,432 SqFt",Denver,31295.0,"$1,500,000"
4107,4150,1 bed,1 bath,,2020.0,Forced Air,Central Air,,,,,,,1.0,,80202,"$1,058 / sq ft",Denver,31295.0,"$1,050,000"
2444,2445,,,"DENVER, CO 80218",2022.0,Forcedair,Other,,,,,,,2.0,Residential,80218,1 SqFt.,Denver,33162.0,"$1,150,000"
4380,4428,12 bed,,,1973.0,Forced Air,,,,,,,Composition,,Triplex,80219,$172 / sq ft,Denver,36565.0,"$995,000"
1066,1067,2.0,2.0,"DENVER, CO 80247",1972.0,"Baseboard, Naturalgas",,,,,"Carpet, Vinyl",,,1.0,Residential Income,80247,"1,550 SqFt.",Arapahoe,50411.666666666664,"$295,000"
3913,3952,2 bed,1 bath,,1908.0,Forced Air,,,,,"Linoleum,Wood",,Composition,,Multi Family,80211,$325 / sq ft,Denver,35753.0,"$399,900"
3498,3518,,1 Bath,,2019,Forced Air,Central Air,,,,,,,1 space,Townhouse,80202,531 SqFt,Denver,31295.0,"$615,000"
2738,2739,"2
Beds","3
Baths","1750 Wewatta Street #1109, Denver, CO 80202","This home is located at 1750 Wewatta Street #1109 Denver, Co 80202 Us and has been listed on Homes.com since 14 July 2021 and is currently priced at $919,000, approximately $694 per square foot. This property was built in 2017. 1750 Wewatta Street #1109 is within the school district(s) Denver Public Schools with nearby schools including Greenlee Elementary School, Strive Prep - Kepner, and West Leadership Academy. Similar properties nearby are 1750 Wewatta St 1109, 891 14th St 3209, 1610 Little Raven St 412, 891 14th St 2309, 3183 Eliot St, 4200 W 17th Ave 509, 1950 N Logan St 1203, 1930 Grove St, 1920 Grove St, and 891 14th St.",Heating Details: Forced Air,Cooling Details: Central Air,,,Construction Materials: Other,,,Roof: Other,Garage: 1 0,Building Features: High Rise 8,80202,"1,325
Sq. Ft.",Denver,31295.0,"$919,000"
4000,4039,4 bed,1 bath,,1954.0,Forced Air,,,,,"Carpet,Tile,Wood",,"Architectural,Shingle",,Single Family Residence,80224,$358 / sq ft,Denver,45504.0,"$774,000"
1568,1569,2.0,2.0,"DENVER, CO 80239",2002.0,Forcedair,,,,,Carpet,,,1.0,Residential,80239,925 SqFt.,Denver,44094.0,"$264,900"
